const,nconst,writer
tt0110475,nm0894156,Mark Verheiden
tt0110475,nm0108273,Mike Werb
tt0110598,nm0389591,P.J. Hogan
tt0110604,nm0909026,Anthony Waller
tt0110737,nm0236884,Diane Drake
tt0110877,nm0805073,Antonio Skármeta
tt0110877,nm0769249,Furio Scarpelli
tt0110877,nm0769250,Giacomo Scarpelli
tt0110877,nm0667657,Anna Pavignano
tt0110877,nm0705535,Michael Radford
tt0110877,nm0873385,Massimo Troisi
tt0110916,nm0139871,Steven E. Carr
tt0110916,nm0240551,Jo Duffy
tt0110916,nm0378071,Todd Henschell
tt0110916,nm0007439,Doug Aarniokoski
tt0110916,nm0668501,Keith Payson
tt0110989,nm0866063,Neil Tolkin
tt0110989,nm0662678,Tom S. Parker
tt0110989,nm0421084,Jim Jennewein
tt0111082,nm0000343,David Cronenberg
tt0111082,nm0203039,Pierre David
tt0111082,nm1255730,George Saunders
tt0111082,nm0117139,John Bryant
tt0111161,nm0000175,Stephen King
tt0111161,nm0001104,Frank Darabont
tt0111255,nm0794326,John Shirley
tt0111255,nm0785311,Alexandra Seros
tt0111257,nm0003662,Graham Yost
tt0111301,nm0211823,Steven E. de Souza
tt0111323,nm0077171,Eric Bernt
tt0111418,nm0281598,Andrew Fleming
tt0111438,nm0894156,Mark Verheiden
tt0111438,nm0724700,Mike Richardson
tt0111503,nm0000116,James Cameron
tt0111503,nm0956022,Claude Zidi
tt0111503,nm0584770,Simon Michaël
tt0111503,nm0436687,Didier Kaminka
tt0111507,nm0001425,Krzysztof Kieslowski
tt0111507,nm0682830,Krzysztof Piesiewicz
tt0111507,nm0002140,Agnieszka Holland
tt0111507,nm0954072,Edward Zebrowski
tt0111507,nm0460058,Edward Klosinski
tt0111507,nm0489995,Marcin Latallo
tt0112130,nm0000807,Jane Austen
tt0112130,nm0203577,Andrew Davies
tt0112281,nm0077062,Jack Bernstein
tt0112281,nm0644203,Steve Oedekerk
tt0112346,nm0815070,Aaron Sorkin
tt0112401,nm0905152,Lilly Wachowski
tt0112401,nm0905154,Lana Wachowski
tt0112401,nm0001338,Brian Helgeland
tt0112471,nm0000500,Richard Linklater
tt0112471,nm0471811,Kim Krizan
tt0112625,nm0712444,Rand Ravich
tt0112625,nm0472600,Mark Kruger
tt0112625,nm0000850,Clive Barker
tt0112642,nm0649866,Joseph Oriolo
tt0112642,nm0832300,Sherri Stoner
tt0112642,nm0646818,Deanna Oliver
tt0112697,nm0002132,Amy Heckerling
tt0112792,nm0425676,LouAnne Johnson
tt0112792,nm0060103,Ron Bass
tt0113089,nm0378562,James Herbert
tt0113089,nm0137363,Carlo Carlei
tt0113089,nm0140572,James Carrington
tt0113117,nm0111845,Adam Brooks
tt0113243,nm0604360,Rafael Moreu
tt0113321,nm0705331,Chris Radant
tt0113321,nm0725379,W.D. Richter
tt0113376,nm0229694,David Dobkin
tt0113376,nm0205758,Sven Davison
tt0113448,nm0003201,Tim Sullivan
tt0113492,nm0905957,John Wagner
tt0113492,nm0264338,Carlos Ezquerra
tt0113492,nm0006894,Michael De Luca
tt0113492,nm0936537,William Wisher
tt0113492,nm0211823,Steven E. de Souza
tt0113497,nm0378144,Jonathan Hensleigh
tt0113497,nm0852430,Greg Taylor
tt0113497,nm0833164,Jim Strain
tt0113497,nm0885575,Chris Van Allsburg
tt0113749,nm0003620,Kevin Smith
tt0113855,nm0095460,Ed Boon
tt0113855,nm0864880,John Tobias
tt0113855,nm0238256,Kevin Droney
tt0113862,nm0242059,Patrick Sheane Duncan
tt0113936,nm0474955,Roger Kumble
tt0113936,nm0454783,I. Marlene King
tt0113986,nm0105317,Patrick Braoudé
tt0113986,nm0001060,Chris Columbus
tt0114134,nm0794839,Sei Shonagon
tt0114134,nm0000425,Peter Greenaway
tt0114188,nm0018735,Scott Alexander
tt0114188,nm0438989,Larry Karaszewski
tt0114188,nm0330195,Michael Hitchcock
tt0114319,nm0853138,Samuel A. Taylor
tt0114319,nm0000697,Billy Wilder
tt0114319,nm0499626,Ernest Lehman
tt0114319,nm0070660,Barbara Benedek
tt0114319,nm0713128,David Rayfiel
tt0114369,nm0001825,Andrew Kevin Walker
tt0114388,nm0000807,Jane Austen
tt0114388,nm0000668,Emma Thompson
tt0114508,nm0271022,Dennis Feldman
tt0114576,nm0049945,Karen Elise Baldwin
tt0114576,nm0704164,Gene Quintano
tt0114720,nm0534681,Brent Maddock
tt0114720,nm0934093,S.S. Wilson
tt0114720,nm0881038,Ron Underwood
tt0114814,nm0003160,Christopher McQuarrie
tt0114857,nm0077171,Eric Bernt
tt0114906,nm0001754,Todd Solondz
tt0114924,nm0838015,Daniel G. Sullivan
tt0114924,nm0495863,Fred Lebow
tt0115644,nm0325533,Michael Goldenberg
tt0115678,nm0001804,Stanley Tucci
tt0115678,nm0873579,Joseph Tropiano
tt0115685,nm0688497,Jean Poiret
tt0115685,nm0891554,Francis Veber
tt0115685,nm0596850,Édouard Molinaro
tt0115685,nm0200473,Marcello Danon
tt0115685,nm0561938,Elaine May
tt0115725,nm0745087,Jeff Rothberg
tt0115725,nm4267752,Francis X. McCarthy Jr.
tt0115725,nm0765091,Alvin Sargent
tt0115798,nm0392648,Lou Holtz Jr.
tt0115950,nm0170043,Isabel Coixet
tt0115963,nm0276823,Peter Filardi
tt0115963,nm0281598,Andrew Fleming
tt0115988,nm0007186,Arthur Miller
tt0116036,nm0800872,Megan Simpson Huberman
tt0116040,nm0092018,Leslie Bohem
tt0116075,nm0660016,Dennis Paoli
tt0116075,nm0002340,Stuart Gordon
tt0116075,nm0277393,Charles Finch
tt0116095,nm0092267,Pierre Boileau
tt0116095,nm0092268,Thomas Narcejac
tt0116095,nm0167241,Henri-Georges Clouzot
tt0116095,nm0740400,Don Roos
tt0116151,nm0394201,John Hopkins
tt0116151,nm0333949,Bruce Graham
tt0116209,nm0648546,Michael Ondaatje
tt0116209,nm0005237,Anthony Minghella
tt0116213,nm0701049,Tony Puryear
tt0116213,nm0338396,Walon Green
tt0116213,nm0155961,Michael S. Chernuchin
tt0116282,nm0001053,Ethan Coen
tt0116282,nm0001054,Joel Coen
tt0116313,nm0326118,Olivia Goldsmith
tt0116313,nm0363326,Robert Harling
tt0116514,nm0040643,Peter Atkins
tt0116629,nm0002041,Dean Devlin
tt0116629,nm0000386,Roland Emmerich
tt0116669,nm0218621,James DeMonaco
tt0116669,nm0618800,Gary Nadeau
tt0116695,nm0001081,Cameron Crowe
tt0116999,nm0574259,Scott McPherson
tt0117008,nm0001094,Roald Dahl
tt0117008,nm0443582,Nicholas Kazan
tt0117008,nm0842523,Robin Swicord
tt0117011,nm0272511,Larry Ferguson
tt0117038,nm0223320,Peter Dexter
tt0117038,nm0703720,Jim Quinlan
tt0117038,nm0001188,Nora Ephron
tt0117038,nm0258286,Delia Ephron
tt0117218,nm0001471,Jerry Lewis
tt0117218,nm0725075,Bill Richmond
tt0117218,nm0790775,David Sheffield
tt0117218,nm0087904,Barry W. Blaustein
tt0117218,nm0001723,Tom Shadyac
tt0117218,nm0644203,Steve Oedekerk
tt0117247,nm0783559,Terrel Seltzer
tt0117247,nm0800124,Ellen Simon
tt0117276,nm0781225,Marc Sedaka
tt0117276,nm0089237,Steve Bloom
tt0117372,nm0622251,Robert Nathan
tt0117372,nm0792845,Robert E. Sherwood
tt0117372,nm0073394,Leonardo Bercovici
tt0117372,nm0560894,Nat Mauldin
tt0117372,nm0778819,Allan Scott
tt0117407,nm0196930,Jens Dahl
tt0117407,nm0716347,Nicolas Winding Refn
tt0117420,nm0245235,Frank Dux
tt0117420,nm0000241,Jean-Claude Van Damme
tt0117420,nm12026427,Steven Klein
tt0117420,nm0597857,Paul Mones
tt0117438,nm0401738,Cyril Hume
tt0117438,nm0537363,Richard Maibaum
tt0117438,nm0697115,Richard Price
tt0117438,nm0407245,Alexander Ignon
tt0117571,nm0932078,Kevin Williamson
tt0117826,nm0301362,William M. Gaines
tt0117826,nm0301826,Bob Gale
tt0117826,nm0000709,Robert Zemeckis
tt0117826,nm0441623,A L Katz
tt0117826,nm0012155,Gilbert Adler
tt0117887,nm0000158,Tom Hanks
tt0117913,nm0001300,John Grisham
tt0117913,nm0326040,Akiva Goldsman
tt0117951,nm0920543,Irvine Welsh
tt0117951,nm0388076,John Hodge
tt0117979,nm0920108,Audrey Wells
tt0117998,nm0000341,Michael Crichton
tt0117998,nm0551926,Anne-Marie Martin
tt0118001,nm0922799,Donald E. Westlake
tt0118001,nm0874096,Fernando Trueba
tt0118001,nm0874093,David Trueba
tt0118254,nm0005082,David E. Kelley
tt0118254,nm0070142,Roberto Benabib
tt0118254,nm0121154,Constance M. Burge
tt0118254,nm0509078,Cindy Lichtman
tt0118254,nm0533582,Barb Mackintosh
tt0118254,nm2685067,Josh Caplan
tt0118254,nm0484485,Shelly Landau
tt0118254,nm0684374,Jeff Pinkner
tt0118254,nm0696518,Dawn Prestwich
tt0118254,nm0948820,Nicole Yorkin
tt0118254,nm1003804,Andi Bushell
tt0118254,nm0695643,Jim Praytor
tt0118254,nm0326086,Jill Goldsmith
tt0118254,nm0551892,Alicia Martin
tt0118254,nm1547852,Kayla Alpert
tt0118254,nm0086694,Peter Blake
tt0118254,nm0501890,Kerry Lenhart
tt0118254,nm0742279,Melissa Rosenberg
tt0118254,nm0757218,John J. Sakmar
tt0118254,nm0001493,Peter MacNicol
tt0118301,nm0009159,Anthony Abrams
tt0118301,nm0110791,Adam Larson Broder
tt0118301,nm0870592,Michael Traeger
tt0118301,nm0925234,Mike White
tt0118528,nm0741627,Reginald Rose
tt0118556,nm0330565,Robert Gordon
tt0118694,nm0939182,Wong Kar-Wai
tt0118715,nm0001053,Ethan Coen
tt0118715,nm0001054,Joel Coen
tt0118798,nm0000886,Warren Beatty
tt0118798,nm0683282,Jeremy Pikser
tt0118799,nm0148437,Vincenzo Cerami
tt0118799,nm0000905,Roberto Benigni
tt0118884,nm0366337,James V. Hart
tt0118884,nm0325533,Michael Goldenberg
tt0118884,nm0755981,Carl Sagan
tt0118884,nm0238668,Ann Druyan
tt0118887,nm0003506,James Mangold
tt0118928,nm0092018,Leslie Bohem
tt0118971,nm0003825,Andrew Neiderman
tt0118971,nm0501380,Jonathan Lemkin
tt0118971,nm0006904,Tony Gilroy
tt0118998,nm0517452,Hugh Lofting
tt0118998,nm0560894,Nat Mauldin
tt0118998,nm0505648,Larry Levin
tt0119013,nm0415979,Don Jakoby
tt0119013,nm0597857,Paul Mones
tt0119054,nm0205157,Michael Davis
tt0119099,nm0443582,Nicholas Kazan
tt0119137,nm0853139,Samuel W. Taylor
tt0119137,nm0000455,John Hughes
tt0119137,nm0909556,Bill Walsh
tt0119223,nm0002042,Charles Dickens
tt0119223,nm0322248,Mitch Glazer
tt0119229,nm0417716,Tom Jankiewicz
tt0119229,nm0222584,D.V. DeVincentis
tt0119229,nm0684336,Steve Pink
tt0119229,nm0000131,John Cusack
tt0119313,nm0737216,Steven Rogers
tt0119345,nm0932078,Kevin Williamson
tt0119345,nm0242028,Lois Duncan
tt0119528,nm0345488,Paul Guay
tt0119528,nm0563397,Stephen Mazur
tt0119535,nm0388076,John Hodge
tt0119567,nm0000341,Michael Crichton
tt0119567,nm0462895,David Koepp
tt0119632,nm0227779,Greg Dinner
tt0119632,nm0418321,Karen Janszen
tt0119632,nm0637491,Louis Nowra
tt0119632,nm0512627,Graham Linehan
tt0119643,nm0651592,Ron Osborn
tt0119643,nm0719734,Jeff Reno
tt0119643,nm0905458,Kevin Wade
tt0119643,nm0325743,Bo Goldman
tt0119643,nm0143281,Alberto Casella
tt0119643,nm0274923,Walter Ferris
tt0119643,nm0027173,Maxwell Anderson
tt0119643,nm0499628,Gladys Lehman
tt0119654,nm0192384,Lowell Cunningham
tt0119654,nm0004412,Ed Solomon
tt0119668,nm0073509,John Berendt
tt0119668,nm0359387,John Lee Hancock
tt0119707,nm0095460,Ed Boon
tt0119707,nm0440415,Lawrence Kasanoff
tt0119707,nm0923312,Joshua Wexler
tt0119707,nm0864880,John Tobias
tt0119707,nm0295165,Brent Friedman
tt0119707,nm0007233,Bryce Zabel
tt0119738,nm0060103,Ron Bass
tt0119778,nm0026442,Brad Anderson
tt0119778,nm0891299,Lyn Vaus
tt0119822,nm0029125,Mark Andrus
tt0119822,nm0000985,James L. Brooks
tt0120082,nm0932078,Kevin Williamson
tt0120094,nm0622695,Gregory Nava
tt0120265,nm0452102,Abbas Kiarostami
tt0120338,nm0000116,James Cameron
tt0120376,nm0121106,Andy Burg
tt0120376,nm0616851,Scott Myers
tt0120382,nm0629272,Andrew Niccol
tt0120587,nm0017305,Todd Alcott
tt0120587,nm0919363,Chris Weitz
tt0120587,nm0919369,Paul Weitz
tt0120591,nm0378144,Jonathan Hensleigh
tt0120591,nm0009190,J.J. Abrams
tt0120591,nm0006904,Tony Gilroy
tt0120591,nm0004307,Shane Salerno
tt0120591,nm0690798,Robert Roy Pool
tt0120616,nm0814085,Stephen Sommers
tt0120616,nm0285126,Lloyd Fonvielle
tt0120616,nm0418883,Kevin Jarre
tt0120616,nm0049721,John L. Balderston
tt0120616,nm0701233,Nina Wilcox Putnam
tt0120616,nm0770337,Richard Schayer
tt0120631,nm0335666,Susannah Grant
tt0120631,nm0855035,Andy Tennant
tt0120631,nm0663002,Rick Parks
tt0120631,nm0674518,Charles Perrault
tt0120632,nm0000694,Wim Wenders
tt0120632,nm0359563,Peter Handke
tt0120632,nm0718637,Richard Reitinger
tt0120632,nm0828342,Dana Stevens
tt0120647,nm0748022,Bruce Joel Rubin
tt0120647,nm0866062,Michael Tolkin
tt0120655,nm0003620,Kevin Smith
tt0120660,nm0545861,David Marconi
tt0120663,nm0000040,Stanley Kubrick
tt0120663,nm0710698,Frederic Raphael
tt0120663,nm0774217,Arthur Schnitzler
tt0120679,nm0380419,Hayden Herrera
tt0120679,nm0797397,Clancy Sigal
tt0120679,nm1187860,Diane Lake
tt0120679,nm0622695,Gregory Nava
tt0120679,nm0858482,Anna Thomas
tt0120686,nm0505144,Gigi Levangie
tt0120686,nm0625458,Jessie Nelson
tt0120686,nm0737216,Steven Rogers
tt0120686,nm0394212,Karen Leigh Hopkins
tt0120686,nm0060103,Ron Bass
tt0120687,nm0325128,Sandra Goldbacher
tt0120692,nm0449576,Sarah Kernochan
tt0120694,nm0384185,Debra Hill
tt0120694,nm0000118,John Carpenter
tt0120694,nm0002526,Robert Zappia
tt0120694,nm0338557,Matt Greenberg
tt0120701,nm0776114,Tom Schulman
tt0120724,nm0211823,Steven E. de Souza
tt0120749,nm0669379,Ryne Douglas Pearson
tt0120749,nm0465199,Lawrence Konner
tt0120749,nm0742797,Mark Rosenthal
tt0120772,nm0565522,Stephen McCauley
tt0120772,nm0913715,Wendy Wasserstein
tt0120780,nm0001465,Elmore Leonard
tt0120780,nm0291082,Scott Frank
tt0120783,nm0477696,Erich Kästner
tt0120783,nm0842582,David Swift
tt0120783,nm0583600,Nancy Meyers
tt0120783,nm0796124,Charles Shyer
tt0120787,nm0461425,Frederick Knott
tt0120787,nm0446761,Patrick Smith Kelly
tt0120789,nm0002657,Gary Ross
tt0120791,nm0388805,Alice Hoffman
tt0120791,nm0842523,Robin Swicord
tt0120791,nm0326040,Akiva Goldsman
tt0120791,nm0111845,Adam Brooks
tt0120802,nm0001528,Don McKellar
tt0120802,nm0320660,François Girard
tt0120815,nm0734441,Robert Rodat
tt0120824,nm0698925,Annie Proulx
tt0120824,nm0414608,Robert Nelson Jacobs
tt0120828,nm0115192,Michael Browning
tt0120836,nm0177074,J.B. Cook
tt0120836,nm0576149,Marc Meeks
tt0120836,nm0005450,David Spade
tt0120841,nm0271022,Dennis Feldman
tt0120841,nm0104333,Chris Brancato
tt0120873,nm0400403,Roy Huggins
tt0120873,nm0688282,John Pogue
tt0120885,nm0067248,Larry Beinhart
tt0120885,nm0377088,Hilary Henkin
tt0120885,nm0000519,David Mamet
tt0120891,nm0859029,Jim Thomas
tt0120891,nm0859049,John Thomas
tt0120891,nm0934093,S.S. Wilson
tt0120891,nm0534681,Brent Maddock
tt0120891,nm0696949,Jeffrey Price
tt0120891,nm0780620,Peter S. Seaman
tt0120912,nm0192384,Lowell Cunningham
tt0120912,nm0330565,Robert Gordon
tt0120912,nm0266673,Barry Fanaro
tt0122459,nm0001372,Bonnie Hunt
tt0122459,nm0482141,Don Lake
tt0122459,nm0827632,Andrew Stern
tt0122459,nm0329224,Samantha Goodman
tt0123209,nm0741228,Alexandra Rose
tt0123209,nm0725407,Blair Richwood
tt0123209,nm0005190,Garry Marshall
tt0123209,nm0116358,Bob Brunner
tt0124349,nm0847749,Tibor Takács
tt0124349,nm0410237,Brian Irving
tt0124879,nm0425756,Mark Steven Johnson
tt0124879,nm0410288,John Irving
tt0124901,nm0940790,Skip Woods
tt0125439,nm0193485,Richard Curtis
tt0125971,nm0268380,Peter Farrelly
tt0125971,nm0180912,Michael Corrente
tt0125971,nm0125803,Bobby Farrelly
tt0126388,nm0504802,Sheldon Lettich
tt0126388,nm0000241,Jean-Claude Van Damme
tt0126388,nm0607286,Rebecca Morrison
tt0126886,nm0674909,Tom Perrotta
tt0126886,nm0668247,Alexander Payne
tt0126886,nm0852591,Jim Taylor
tt0127626,nm0921264,Piotr Weresniak
tt0127723,nm0438226,Deborah Kaplan
tt0127723,nm0253323,Harry Elfont
tt0128853,nm0529450,Miklós László
tt0128853,nm0001188,Nora Ephron
tt0128853,nm0258286,Delia Ephron
tt0129290,nm0011254,Patch Adams
tt0129290,nm0616962,Maureen Mylander
tt0129290,nm0644203,Steve Oedekerk
tt0129387,nm0214036,Ed Decter
tt0129387,nm0833828,John J. Strauss
tt0129387,nm0268380,Peter Farrelly
tt0129387,nm0125803,Bobby Farrelly
tt0129884,nm0567126,Bruce McCulloch
tt0130018,nm0242028,Lois Duncan
tt0130018,nm0007029,Trey Callaway
tt0130121,nm0770649,Adam Scheinman
tt0130121,nm0002675,Robert Kuhn
tt0130827,nm0878756,Tom Tykwer
tt0132278,nm0433671,Martin Jørgensen
tt0132278,nm6267663,Louis Levy
tt0132451,nm0139605,Neal Marshall Stevens
tt0133046,nm0932078,Kevin Williamson
tt0133093,nm0905152,Lilly Wachowski
tt0133093,nm0905154,Lana Wachowski
tt0133751,nm0917066,David Wechter
tt0133751,nm0453987,Bruce Kimmel
tt0133751,nm0932078,Kevin Williamson
tt0134084,nm0932078,Kevin Williamson
tt0134084,nm0472567,Ehren Kruger
tt0135659,nm0000175,Stephen King
tt0137523,nm0657333,Chuck Palahniuk
tt0137523,nm0880243,Jim Uhls
tt0138524,nm0709070,Robert Ramsey
tt0138524,nm0832043,Matthew Stone
tt0138524,nm0738908,John Romano
tt0138524,nm0001053,Ethan Coen
tt0138524,nm0001054,Joel Coen
tt0139134,nm0480166,Choderlos de Laclos
tt0139134,nm0474955,Roger Kumble
tt0139151,nm0642583,Tom O'Rourke
tt0139462,nm0817023,Nicholas Sparks
tt0139462,nm0224187,Gerald Di Pego
tt0139654,nm0043742,David Ayer
tt0140340,nm0278277,Jack Finney
tt0140340,nm0376967,James S. Henerson
tt0143746,nm0160305,Richard Christie
tt0144084,nm0254735,Bret Easton Ellis
tt0144084,nm0366004,Mary Harron
tt0144084,nm0877587,Guinevere Turner
tt0144117,nm0240627,Troy Duffy
tt0144120,nm0238841,Don Mancini
tt0144528,nm0001471,Jerry Lewis
tt0144528,nm0644203,Steve Oedekerk
tt0144528,nm0087904,Barry W. Blaustein
tt0144528,nm0790775,David Sheffield
tt0144528,nm0919369,Paul Weitz
tt0144528,nm0919363,Chris Weitz
tt0145487,nm0498278,Stan Lee
tt0145487,nm0228492,Steve Ditko
tt0145487,nm0462895,David Koepp
tt0145531,nm0493842,Tom Lazarus
tt0145531,nm0707931,Rick Ramage
tt0145681,nm0213281,Jeffery Deaver
tt0145681,nm0406228,Jeremy Iacone
tt0145893,nm0731287,Judith Roberts
tt0146316,nm0153384,Sara B. Cooper
tt0146316,nm0108273,Mike Werb
tt0146316,nm0171718,Michael Colleary
tt0146316,nm0922346,Simon West
tt0146316,nm0557266,Patrick Massett
tt0146316,nm0957003,John Zinman
tt0146336,nm0395531,Silvio Horta
tt0146675,nm0549256,Andrew W. Marlowe
tt0146882,nm0394984,Nick Hornby
tt0146882,nm0222584,D.V. DeVincentis
tt0146882,nm0684336,Steve Pink
tt0146882,nm0000131,John Cusack
tt0146882,nm0003298,Scott Rosenberg
tt0147004,nm0142179,Jim Cartwright
tt0147004,nm0379179,Mark Herman
tt0147800,nm0527581,Karen McCullah
tt0147800,nm0809006,Kirsten Smith
tt0147800,nm0000636,William Shakespeare
tt0149261,nm0003300,Duncan Kennedy
tt0149261,nm0694526,Donna Powers
tt0149261,nm0694638,Wayne Powers
tt0150377,nm0918711,David Weisberg
tt0150377,nm0177018,Douglas Cook
tt0151073,nm0351724,Yu-sang Ha
tt0151073,nm0497043,Chung-Joon Lee
tt0151738,nm0463359,Abby Kohn
tt0151738,nm0799050,Marc Silverstein
tt0151804,nm0431918,Mike Judge
tt0155776,nm0825434,Darren Stein
tt0156757,nm0287161,John Forte
tt0158973,nm0412257,Julia Crawford Ivers
tt0158983,nm0005295,Trey Parker
tt0158983,nm0001778,Matt Stone
tt0158983,nm0103702,Pam Brady
tt0159097,nm0262325,Jeffrey Eugenides
tt0159097,nm0001068,Sofia Coppola
tt0160127,nm0746598,Ryan Rowe
tt0160127,nm0004412,Ed Solomon
tt0160127,nm0041864,John August
tt0160127,nm0324578,Ivan Goff
tt0160127,nm0730850,Ben Roberts
tt0160184,nm0842697,Howard Swindle
tt0160184,nm0109587,Ron L. Brinkerhoff
tt0160862,nm0281592,R. Lee Fleming Jr.
tt0161081,nm0163988,Clark Gregg
tt0161081,nm0449576,Sarah Kernochan
tt0162212,nm0770360,Jeff Schechter
tt0162222,nm0115310,William Broyles Jr.
tt0162650,nm0862781,Ernest Tidyman
tt0162650,nm0005436,John Singleton
tt0162650,nm0004307,Shane Salerno
tt0162650,nm0697115,Richard Price
tt0162661,nm0410331,Washington Irving
tt0162661,nm0944892,Kevin Yagher
tt0162661,nm0001825,Andrew Kevin Walker
tt0163187,nm0569210,Josann McGibbon
tt0163187,nm0663490,Sara Parriott
tt0163651,nm0381221,Adam Herz
tt0164114,nm0833510,Todd Strasser
tt0164114,nm0859432,Rob Thomas
tt0164181,nm0558577,Richard Matheson
tt0164181,nm0462895,David Koepp
tt0164221,nm0713056,Chloe Rayban
tt0164221,nm0279717,Nick Fisher
tt0165456,nm0780051,Nell Scovell
tt0165456,nm0773536,Jonathan Schmock
tt0165456,nm0169231,Barney Cohen
tt0165456,nm0908942,Kathryn Wallack
tt0165456,nm0264878,Nicholas Factor
tt0165456,nm0073504,Dan Berendsen
tt0165710,nm0243463,Carl V. Dupré
tt0166252,nm0771872,Cathleen Schine
tt0166252,nm0535940,Maria Maggenti
tt0166302,nm0134898,Frantisek Cáp
tt0166302,nm0538083,Marie Majerová
tt0166302,nm0881610,A.J. Urban
tt0166302,nm0904706,Otakar Vávra
tt0166485,nm0503103,Anna Leonowens
tt0166485,nm0576228,Steve Meerson
tt0166485,nm0471298,Peter Krikes
tt0166924,nm0000186,David Lynch
tt0167242,nm0801427,Eduard Simácek
tt0167242,nm0294758,Martin Fric
tt0167242,nm0344720,Josef Gruss
tt0167242,nm0637610,Yvan Noé
tt0168629,nm0001885,Lars von Trier
tt0168629,nm0797604,Sjón
tt0169547,nm0050332,Alan Ball
tt0170016,nm0317450,Dr. Seuss
tt0170016,nm0696949,Jeffrey Price
tt0170016,nm0780620,Peter S. Seaman
tt0171363,nm0783100,David Self
tt0171363,nm0414047,Shirley Jackson
tt0174336,nm0169680,Peter M. Cohen
tt0175142,nm0915465,Shawn Wayans
tt0175142,nm0005541,Marlon Wayans
tt0175142,nm0424688,Buddy Johnson
tt0175142,nm0064556,Phil Beauman
tt0175142,nm0294997,Jason Friedberg
tt0175142,nm0783536,Aaron Seltzer
tt0175526,nm0783023,Ken Selden
tt0175777,nm0637497,Marti Noxon
tt0175777,nm0590174,Roger E. Mills
tt0175880,nm0000759,Paul Thomas Anderson
tt0176269,nm0745330,Richard Rothstein
tt0176269,nm0500609,Christopher Leitch
tt0176269,nm0002041,Dean Devlin
tt0176269,nm0540532,William Malone
tt0176269,nm0004591,John Fasano
tt0176783,nm0201304,Gregory Poirier
tt0176783,nm0714246,Theresa Rebeck
tt0177625,nm0000175,Stephen King
tt0177625,nm0837913,Tim Sulka
tt0177625,nm0291463,John Franklin
tt0178737,nm0000807,Jane Austen
tt0178737,nm0005390,Patricia Rozema
tt0181852,nm0104335,John Brancato
tt0181852,nm0274905,Michael Ferris
tt0181852,nm0093328,Tedi Sarafian
tt0181875,nm0001081,Cameron Crowe
tt0182789,nm0001920,Isaac Asimov
tt0182789,nm0798844,Robert Silverberg
tt0182789,nm0443582,Nicholas Kazan
tt0183505,nm0268380,Peter Farrelly
tt0183505,nm0148808,Mike Cerrone
tt0183505,nm0125803,Bobby Farrelly
tt0183649,nm0169540,Larry Cohen
tt0183790,nm0001338,Brian Helgeland
tt0184791,nm0000636,William Shakespeare
tt0184791,nm0433994,Brad Kaaya
tt0185431,nm0379056,Tim Herlihy
tt0185431,nm0001191,Adam Sandler
tt0185431,nm0109359,Steven Brill
tt0186975,nm0410640,Kris Isacsson
tt0187696,nm1141289,Peter Engelmann
tt0187696,nm0752328,Stefan Ruzowitzky
tt0189456,nm0912442,Dave Warner
tt0189456,nm0483953,Mark Lamprell
tt0189791,nm0023207,José Alvarenga Jr.
tt0189791,nm0053773,Maria Carmem Barbosa
tt0189791,nm0518353,Carlos Lombardi
tt0189791,nm0933851,Mauro Wilson
tt0190096,nm0799012,Nancey Silvers
tt0192071,nm0281592,R. Lee Fleming Jr.
tt0192111,nm0833828,John J. Strauss
